Comment,Sentiment
ประทับใจตั้งแต่เช็คอิน,pos
ประทับใจตั้งแต่แนะนำคุณลุงพ่อบ้านล่ะ แลดูใส่ใจ ทุกคนสำคัญเท่ากัน ยิ่งตั้งชื่อห้องประชุมตามชื่อนักกิจกรรมโดยเฉพาะคุณนวมทองนี่โคตรอิมแพค น้ำตาซึมเลย  ซึ่งนี่ก็เป็นอีกหนึ่งคนที่ดูคลิปนี้หลายรอบมาก ไม่ใช่ทำไมแต่เหมือนต้องดูล้างตาหลังจากดูคลิปพรรคอื่นจบ,pos
ประทับใจตั้งแต่แนะนำลุงมะลิแล้วค่ะ มันอาจจะเป็นเรื่องเล็กน้อย แต่มันดีมากๆ ในประเทศเรามันไม่ค่อยมีให้เห็นที่คนมีอำนาจจะทำแบบนี้ จริงๆควรจะเป็นเรื่องปกติ แต่ในชีวิตจริงในประเทศเราเรื่องนี้ไม่ปกติไง รู้สึกว่าเขาให้เกียรติคนตัวเล็กตัวน้อยแบบเรามากๆ,pos
ประทับใจแทนคุณฟาโรสอะ ส่วนตัวชอบรายการ people you may know มาก ดีใจที่พรรคที่ชอบได้ไอเดียบางอย่างจากรายการที่ชอบ,pos
ประทับใจมาก มากจนน้ำตาคลอ,pos
ประสบการณ์ของฉันตอนนั้นฉันอยู่ม.2 แอบชอบรุ่นพี่ม.4 จนกระทั่งวันนึงฉันจบม.3  ฉันไปเรียนต่อสายอาชีพ ฉันขึ้นปวส.1  พี่เค้ากลับมาชอบฉัน แต่สุดท้าย เราก็ไม่ได้จบกันอย่าง Happy Ending เหมือนในหนัง แต่ก็ช่างเถอะ ถ้าผ่านมาเห็น โต๊ด ที่ผ่านมาฉันมีความสุขมากๆเลยนะ ขอให้เธอมีความสุขเหมือนกันนะ .,pos
ปรับความเร็ว 0.75 ได้อีกฟิล1เลยครับ ชอบมากเพลงคือดีย์เลยครับ อยากให้ทำเป็นเวอร์ชั่นเพลงช้าครับคงจะเพราะมากๆ,pos
ปริ่มมาก pp ymk มาแบบต่อเนื่องกัน น้ำตาจะไหล,pos
ปลาการ์ตูน #สวยกล้าท้าทุกแสง #คู่หูท้าแดด #kmacosmetics,pos
ปลื้มใจตรงที่มีชื่อนักเคลื่อนไหวทางสังคมอยู่ที่ห้องประชุม ไม่ผิดหวังที่เลือกค่ะ,pos
ป่ะ เดวเลี้ยง,pos
ป่ะอย่างอร่อย,pos
ปะะ นับสี่เร้วว,pos
ป่ะๆ กินเอมเคกันค่ะพี่เบียร์,pos
ปังแน่ๆเพลงนี้ ฟังง่ายติดหู,pos
ปังไม่ไหว ถี่มาก555,pos
ปังไม่ไหวเหมือนดูซีรี่สั้นๆน่ารักดีค่ะ,pos
ปังยิ่งกว่าเดิม เพราะปังไข่ชีสขยายเวลาอร่อยกับปังนุ่ม ไข่เนียนๆ และชีสเยิ้มๆ กันได้ทั้งวัน ทุกเวลา เริ่มเพียง 29.- ตั้งแต่ 15 ม.ค. 61 ตี 5 เป็นต้นไป พรุ่งนี้พุ่งตัวเลย #ปังไข่ชีส #อร่อยปังไม่จำกัดเวลา,pos
ปัจจุบันมีให้บริการโปรโมชั่น 343 วาไรตี้อร่อยเว่อร์ ค่ะ สำหรับคุณลูกค้าที่ไม่ประสงค์รับประทานชุดโปรโมชั่นสามารถสั่งเมนูปกติรับประทานได้ค่ะ ^^,pos
ปั่นวิววนไป เพราะมากครับโดนจายยย,pos
ป๊า เค้าอยากกินน,pos
ป๋าเชิ้ตดำหล่อมากกก,pos
ป้ายน้องสวยมากๆๆๆๆๆ แบบมากๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ เดินผ่าน10วันก็จะถ่ายทุกวัน!!! โอเคจะกลับมากลับบ้านด้วยรถไฟฟ้าเพราะจะได้เดินผ่านป้ายยน้อง!!!,pos
ป๋าหล่อมากในเสื้อสีดำ ใส่อีกบ่อยๆ นะ 55555555555555,pos
ป๋าเหว่งอย่างปั่น555555 โอ้ยช้อบบบบ55555555,pos
ปี1 รู้สึกเด็ก กิจกรรมเยอะ ตื่นตาตื่นใจมหาลัยและเพื่อนใหม่ รุ่นพี่หน้าตาดีปี2 กิจกรรมเยอะเหมือนเดิมเพราะทำกับปี 1 แต่ต้องเริ่มตั้งใจเรียนมากขึ้นปี 3 ไปแลกเปลี่ยน หายไปปีนึงเลยกลับมาปี 4 กลายเป็นพี่โตสุด งงเลย55 ต้องเตรียมสมัครงาน มหาลัยก็ไม่ค่อยได้เข้าเพราะเหลือเรียนแค่ 3 วิชาผ่านไปไวจริงๆค่ะ,pos
ปี1-2 เร็วเพราะมีความสุขปี3++ เร็วเพราะวันๆนอนตื่นมาทำงานแล้วนอนต่อ,pos
ปี2562 ก็เลือกอนาคตใหม่ ปี2566 จะเลือกก้าวไกล ใจของชั้นเป็นสีส้มมาโดยตลอด,pos
ปีนี้นนับว่าเป็นปีทองของหนังไทยสุดๆ สิ่งเล็กๆที่เรียกว่ารักเข้าโรง แล้วสัปดาห์ต่อมาก็กวน มึน โฮ เป็นหนังที่ทำรายได้100ล้านทั้งคู่,pos
"เป็ดย่างโฟร์ซีซั่นตัวละ 1,200 ค่ะ #พูดลอยๆ #FYI",pos
เป็น 1 คลิปที่ดีมากค่ะ ไม่ต้องมีอะไรมากมาย แต่ดูแล้วมีความสุขคะ เป็นกำลังใจให้นะคะ ขอให้ทำคอนเทนต์ดีๆแบบนี้ตลอดไปค่ะ,pos
เป็น 24 นาที ที่มีประโยชน์มากๆคับ,pos
เป็น 24.24 นาทีที่สนุกมาก ส่วนตัวเป็นคนไม่ค่อยติดตามการเมืองเท่าไหร่ คลิปนี้ทำให้รู้จัก สส พรรคก้าวไกลมากขึ้น แต่ละคนมีความรู้ ความสามารถ เหมาะสมกับการเป็น สส จริงๆ แถมยังเป็นกันเองอีก ชอบพรรคนี้ค่ะ,pos
เป็น EP เดียวที่ดูแล้วขำตลอดทั้งคลิป,pos
เป็น ep ที่หัวเราะตั้งแต่ต้นคลิป จนจบคลิป 55555,pos
เป็น2ช่องชอบบบมากกก,pos
เป็นEP ที่คนดูกินข้าวไปด้วยไม่ได้นะ ขำจะสำลักข้าวเอา,pos
เป็นEPที่โคตรชอบ,pos
เป็นกันเองมาก,pos
เป็นกันเองมาก ก้าวไกล,pos
เป็นการกลับไทยที่เฟมัสมากค่ะ5555,pos
เป็นการฆ่าที่ดีมากๆ ชอบๆอีพีนี้ ตลก สนุก หล่อ,pos
เป็นการแชร์ที่ดีมากเลยค่ะ ขอบคุณค่ะ,pos
เป็นการถ่ายเอ็มวี ที่นักแสดงเข้ากับสถานที่มาก55555,pos
เป็นกำลังใจให้กับคลิปดีๆแบบนี้นะคะ,pos
เป็นกำลังใจให้ทีมงาน เบื้องหลังครับ,pos
เป็นกำลังใจให้นะคะ,pos
เป็นกำลังใจให้นะคะท่าน spd,pos
เป็นกำลังใจให้พี่ไปร์ทอยู่ข้างๆเสมอน้าาา ติดตามไอจีอยู่ตลอดนะคะ,pos
เปนกินข้าวกับบูมที่สนุกที่สุดตั้งแต่มีรายการนี้เลย,pos
เป็นเกมที่สนุกแบบง่ายๆเลย คนดูทางบ้านได้ช่วยดู แถมผมชอบตอนอีกทีมมาปั่นกันนี่แหละ,pos
เป็นเกมบอยตอนนึงที่น่ารัก เอ๊ย!! สนุกมากเลย,pos
เป็นแก๊งให้แรงบันดาลใจแก่น้องๆรุ่นต่อไปดีมากๆค่ะ  รวมถึงรุ่นเก่าๆอย่างพี่ที่บางทีก็มีอารมณ์burnout  พี่ขอชื่นชมพวกเราจากใจเลย,pos
เป็นคนที่หลงใหลในกลิ่นดอกกุหลาบค่ะ พอรู้จัก Mamonde Rose Water Toner จึงซื้อมาลองใช้ ใช้แล้วชอบมาก หลังล้างหน้้าเช็ดด้้วยตัวนี้ทำให้ผิวที่ชุ่มชื้นขึ้นเลย ก็จะรู้สึกหน้าไม่ตึงไม่แห้ง แล้วก็พร้อมลงครีมอื่นต่อ หอมกลิ่นดอกกุหลาบ รู้สึกมีความสุขที่่หน้าชุ่มชื้นดีแถมยังได้กลิ่นหอมๆที่ชอบค่ะ และอีกตัวที่ได้ใช้คือ rose water gel cream เพราะอย่างที่บอกว่าชอบกลิ่น ใช้โทนเนอร์แล้วจึงใช้ตัวนี้ต่อ มันก็หอมผ่อนคลายสดชื่นมาก เนื้อครีมซึมไวใช้แล้วผิวสุขภาพดีค่ะ #Mamondethailand #MamondePureWhite,pos
เป็นคนเรียบๆ ง่ายๆ เลี้ยงง่ายด้วยนะ สนใจเลี้ยงข้าวสักมื้อไหม ?#กลมกลืนมากกกกก #55555+#น้องเพชรชมพู#nissan #note #baeng_priklao #แบงพริกลาว,pos
เป็นคลิป บ้าเต็นท์ ที่สนุกครบรสมาก เดี๋ยวฮา เดี๋ยว เจ็บ เดี๋ยว อร่อย  ชอบ นั่งขำ นั่งคลิป,pos
เป็นคลิป และช่องที่มีแต่ความรู้และเต็มไปด้วยคนมีการศึกษาทั้งนั้นเลยค่ะ ติดตามทุกคลิป เหมือนได้ความรู้และทบทวนความรู้ไปด้วย บางอย่างก็ยังเป็นแรงบันดาลใจให้ไปสืบค้นข้อมูลต่อเพิ่มอีก ชื่นชมจริงๆค่ะ,pos
เป็นคลิปที่ดูเพลินมากค่าาา ดูแบบจุใจสุด ๆ,pos
เป็นคลิปที่ไม่ได้มีมุกตลกอะไร แต่ดูแล้วสนุก ไม่มีช่วงเบื่อเลยค่ะ,pos
เป็นโฆษณาที่ฮามาก ไม่กดskipเลย 😂😂 #บร๊ะเจ้าโจ๊ก #นีเวีย,pos
เป็นงานที่ดูดีมาก ยอดเยี่ยม,pos
เป็นช่วงที่ มีอิสระ และ ไม่มีภาระ ใช้ชีวิตได้เต็มที่เลย นับเป็นช่วงที่ดีที่สุดในชีวิตเลย,pos
เป็นช่วงที่ได้เจออะไรใหม่ๆและมีความสุข(แต่ไม่ได้เรียนไม่กี่ชม./ไม่กี่วัน แบบ จขกท นะ),pos
เป็นดีลที่ต้องจองโต๊ะผ่าน hungry hub นะคะ มีแค่ที่เทอมินอล21 กับวงเวียนใหญ่ค่ะ,pos
เป็นตอนที่น่ารักมากกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกก,pos
เป็นตาแซบ,pos
เป็นตาแซ่บคัก,pos
เป็นที่สุดของหนังไทยเรื่องหนึ่ง. และเป็นหนังเรื่องแรกๆที่เปิดประตูหนังไทย สู่ต่างชาติขณะที่นักแสดงนำทั้งสองก็ยังโด่งดังในพ.ศ.นี่ละครมาริโอ หมอยาก็เรตติ้งดีหนังใบเฟิรน. Friendzone ก็ร้อยล้านถ้ามาเล่นหนังหรือละครด้วยกันอีกคงจะดี,pos
เป็นเทปที่ฮามากกก เคมีอย่างได้ กินข้าวไปสำลักไป ขำไม่หยุดดด,pos
เป็นเทปแรกของคำต้องห้ามที่วนดูซ้ำ โคตรสนุกและสะใจเลย 5555555 เอาจริงๆไม่แปลกใจที่น้องต่อชนะ เคยเจอน้องตั้งแต่เล่นเรื่องฮอร์โมนใหม่ๆ มีโอกาสได้คุยกันนิดหน่อยแต่รู้เลยทั้ง EQ ทั้ง IQ มาครบ นี่ยังพูดกับเพื่อนเลยว่าเด็กคนนี้อนาคตไม่ธรรมดาแน่นอน ดันให้น้องมาอีกครับสนุกดี,pos
เป็นบุญจริง ๆ ที่ได้เห็นพี่เต้ในรายการของฟาโรส 5555555,pos
เป็นป้ายหาเสียงที่ไม่รบกวนคนเดินเท้า ชอบๆ #เลือกตั้ง62 #อนาคตใหม่,pos
เป็นพรรคการเมืองที่ระบบที่ดีที่สุดในการจัดการ ที่เป็นความหวังของ ประชาชนและประเทศชาติ,pos
เป็นพรรคของคนรุ่นใหม่จริงๆ ทั้งหัวหน้าพรรค ทีมสส และทีมงานทุกๆคน ประเทศคงก้าวไกลแน่ถ้าเราลองเปลี่ยนผู้บริหารประเทศเป็นคนยุคใหม่แบบพรรคก้าวไกล พรรคแห่งอนาคตเห็นภาพเลยเอาจริงๆ ขอให้พรรคก้าวไกลได้จัดตั้งรัฐบาลที่เถอะ,pos
เป็นพรรคคนรุ่นใหม่จริงๆ ไม่มีเจ้ายศเจ้าอย่าง ดูสบายๆไม่ซีเรียส ชอบครับ x31 ทั้งบ้าน แน่นอน,pos
เป็นพรรคเดียวที่กล้าคิด กล้าทำ กล้าพูด ในสิ่งที่มันเกิดขึ้นและมีอยู่จริง,pos
เป็นพรรคเดียวที่กล้าพูดเรื่องจริง กล้าพูดปัญหาจริงๆ โดยไม่สนว่าจะได้คะเเนนน้อยลงหรือป่าว และ อุดมการณ์โคตรชัดเจน มันบ่งบอกถึง ถ้าเขาบริหารประเทศไทย หน้ายังไงหลังก็อย่างนั้น เปิดเผยข้อมูลทุกอย่าง เพื่อไห้ประชาชนได้รู้  สำหรับผมจะกี่สมัย ก็จะเลือกพรรคนี้  #ก้าวไกล,pos
เป็นพรรคที่ ส.ส. ดูมีความเป็นธรรมชาติที่สุดแล้ว ดูมีความเป็นมนุษย์ทั่วไป เป็นคนธรรมดาที่อยากเปลี่ยนแปลงประเทศให้ดีขึ้นกว่าเดิม,pos
เป็นพรรคที่เข้าถึงง่าย เป็นปุถุชนทั่วไป เค้าทรีทคนอื่นยังไง ดูได้เลย คนแบบนี้แหละ นายกของคนรุ่นใหม่ มีทั้ง อุดมการณ์ แนวคิดที่ชัดเจนมาก รักเเละติดตามตั้งแต่อนาคตใหม่ จนก้าวไกล ยังเชื่อมั่นในพรรคนี้ อยากให้ก้าวไกลได้เป็นรัฐบาลมากๆ อย่าลืมนะคะ 1สิทธิ์ของทุกคนสำคัญมากๆ อย่าลืมออกไปใช้สิทธิ์กันนะ,pos
เป็นพรรคที่เข้าถึงง่าย พูดอะไรก็สารมารถทำให้เข้าใจได้ง่าย ดีใจมากๆๆที่ชนะการเลือกตั้งไปได้,pos
เป็นพรรคที่ทำให้กลับมาสนใจเรื่องการเมือง และรู้สึกมีความหวังกับการดำรงชีวิตอีกครั้ง,pos
เป็นพรรคที่เท่มาก เท่ทุกคนในทีมพรรคเลยค่ะ ความเป็นมนุษย์ที่ทุกคนควรมี ก็เห็นจากพีรคนี้ครั้งแรกนี่แหละ  ถึงกระนั้นก็ยังจะดูพรรคอื่นๆด้วยต่อไป นโยบายเป็นส่วนหนึ่งที่เป็นเหตุที่ทำให้เรากาเบอร์นี้ก็จริงแต่เราเองก็ยังอยากทราบว่าคนพรรคอื่นๆเป็นยังไงบ้างมันเข้าถึงกันได้แบบที่ควรเป็นไม๊ รอตอนถัดไปนะคะ,pos
เป็นพรรคที่น่ารักมากกกกก,pos
เป็นพรรคที่พูดถึงจุดยืน นโยบายพรรคได้แบบสับๆ เข้าเนื้อหาได้ทุกคน ไม่ตายไมค์ ทุกเรื่องมีรายละเอียดมีที่มาที่ไปไม่ใช่พูดส่งๆ เป็นพรรคที่ยกระดับนักการเมืองให้สูงขึ้นมากๆ สำหรับคนรุ่นใหม่ถ้ามาตฐานต่ำกว่าพรรคก้าวไกลไม่มีทางแย่งฐานเสียงไปได้แน่นอนอยากเห็นการเปลี่ยนแปลง ขอให้ทุกคนออกไปใช้สิทธิใช้เสียงกันเยอะๆนะคะ,pos
เป็นพรรคที่ม่วนชื่นโฮเเซวมากค่ะ,pos
เป็นพรรคที่มองเห็นอนาคตประเทศไทยที่สุดละ,pos
เป็นพรรคที่มีอุดมการณ์ชัดเจนมากๆ ทำให้มันใจว่าถ้าได้อำนาจอยู่ในมือ จะใช้ในทางที่ถูก และไม่หลงในอำนาจนั้นเหมือนนักการเมืองรุ่นเก่าที่เป็นกันอยู่ปัจจุบัน,pos
เป็นพรรคที่ไม่เคยเสียใจที่เลือกเลย ภูมิใจด้วยซ้ำที่มีก้าวไกลเป็นผู้แทนในสภา ชนะไม่ชนะรึป่าว ไม่รู้ แต่ที่รู้คือ เราอยากเห็น สส.แบบก้าวไกลอยู่ในสภา,pos
เป็นพรรคที่ไม่หวือหวา ตั้งมาไม่กี่ปี แต่ทำให้เด็กรุ่นใหม่เคารพและพร้อมที่จะลงคะแนนให้พรรคนี้ จะกี่สมัยก็จะเลือกก้าวไกลนะคะ,pos
เป็นพรรคที่สนุกมาก ทุกอย่างในตึกคือก้าวไกลเลย มีความฟิลจอย เนิร์ด จริงจัง ตรงไปตรงมา รับฟังความเห็นกัน และชาวช่องเยอะมากก รายการคุณแดงไม่ธรรมดานะเออขอบคุณที่ทำรายการนี้นะคะ ได้เห็นว่าพรรคการเมืองเค้าทำอะไรกันแล้วเป็นฟีลไหน รอชมพรรคต่อๆ ไปเลยค่ะ ป.ล. ไปเลือกตั้งกันเยอะๆ เปลี่ยนประเทศกันนะคะ,pos
เป็นพรรคที่เหลือเชื่อมากๆ ผิดจากทุกมาตรฐานของพรรคการเมืองไทยไปหมดเลย มีโอกาสอยากแวะไปบาร์มากๆ,pos
เป็นพิซซ่าที่อร่อยมากที่สุดกินมาหลายสิบปีละ,pos
เป็นเพลงที่มันส์มาก และมิวสิควิดีโอที่ดูแล้วโคตรจะเพลิน ทุกอย่างลื่นไหล ครีเอทดีโคตรๆ,pos
เป็นเพื่อนที่ศีลเสมอกันและเสริมส่งกันดีมากค่ะ,pos
เป็นแฟนคลับอลัน เป็นปลื้มมากที่พี่ฟาพูดถึง,pos
เป็นภาคที่ผมชอบตัวร้ายมาก ดูมีความเหี้ยม จิตๆ และไร้เดียงสาแบบเด็กหน่อยๆ นางมีความมุ่งมั่นดีนะ แต่ใจร้อนมากเกินไปเลยเสียเหลี่ยมให้จอห์นวิค  โดยเฉพาะนักล่าค่าหัวกับหมาคู่ใจของเขา ผมก็ชอบเหมือนกัน มีความแอบช่วยเหลือ รอจังหวะขุนค่าหัวให้เพิ่มแล้วค่อยเก็บกินทีหลัง ถึงแม้พอเวลาผ่านไปจะเริ่มทำไม่ลงก็ตาม เพราะใจอ่อนตอนที่จอห์นเคยช่วยหมาไว้  ยิ่งตอนฉากบันไดใกล้จบที่เคนจับมือร่วมสู้คือสุดๆเลย,pos
เป็นภาพยนตร์เรื่องเเรก ที่ตอนเด็กดูเเล้ว รู้สึกว่ามีความสุขที่สุดอ่ะ️ อยากให้มีหนังเเนวนี้อีก ชอบ เเต่ผิดหวังตอนจบนิดหน่อย รู้สึกว่าตอนจบมันสมหวังแบบไม่ค่อยสุดอ่ะ อยากให้มีฉากจบเพิ่ม จะได้ฟินๆกว่านี้ เเต่ยังไงก้อขอบคุณภาพยนตร์เรื่องนี้มาก ที่ทำให้มีความสุขที่สุดในวัยเด็ก️,pos
เป็นเรื่องเเรกที่โดนใจ ทำให้เราพยายามสวยเพื่อคนๆหนึ่ง เเต่สุดท้ายก้ไม่ได้อะไรจากเขาเรยยย,pos
เป็นเรื่องที่ดูไม่เคยเบื่อ และเหมือนในหนังทุกข้อเลยพลอย......,pos
เป็นลูกเอื้อนที่โคตรคิดถึงเลยครับ,pos
เป็นสุรานำเข้า มีส่วนผสมของมอลต์วิสกี้จากประเทศสกอตแลนด์ และนำมาบรรจุขวดในประเทศอินเดีย ซึ่งได้รับมาตรฐานระดับสากล การันตีคุณภาพโดยซีแกรมส์,pos
เป็นหนัง ที่สนุกมาก ๆ ครับ ^^,pos
เป็นหนังfeel good ที่ชอบมากๆๆๆๆๆ,pos
เป็นหนังความรักที่ครบรสของวัยเรียนมากๆ..ทั้งเรื่องเพื่อนเรื่องคนที่แอบชอบ...คถ.สมัยก่อนจัง..ตอนนั้นอยู่ม.1ไปดูกับเพื่อน7คน..ร้องไห้น้ำตาแตกกันออกมาจากโรงเลย...,pos
เป็นหนังที่โครตชอบมากกก...กลับมาดูกี่ครั้งก็ไม่เบื่อเลย...ยังชอบดูทุกครั้ง,pos
เป็นหนังที่ชอบมาก,pos
เป็นหนังที่ดีมาก ทั้งเนื้อเรื่อง นักแสดง และเพลง หนังดีๆแบบนี้ น่าจะมีภาค2,pos
เป็นหนังที่ดูกี่ครั้งก็ร้องไห้ โอโหห ทำเหมือนเอาชีวิตจริงมาเขียน แต่ตอนจบมันไม่อย่างงั้นอ่ะดิ แต่หนังดีมากกกกกก ชอบใบเฟิร์นมากๆๆๆๆๆๆ ยกให้เป็นหนังที่ตรงกับชีวิตจริงมากที่สุด,pos
เป็นหนังที่ดูกี่รอบก็ไม่เบื่อ,pos
เป็นหนังที่ดูกี่รอบก็ไม่เบื่อ ชอบอ่ะ ชอบมากๆ หนังดีตลอดกาล,pos
เป็นหนังที่ดูแล้วชอบมากๆเลยค่ะ ดูแล้วน้ำตาไหลเลยค่ะ เพราะมันตรงกับชีวิตเราสุดเลยค่ะ หนังเรื่องนี้จะอยู่ในใจฉันตลอดไปค่ะ :),pos
เป็นหนังที่ดูหลายรอบจริงงงง,pos
เป็นหนังที่ตัวอย่างธรรมดา  แต่พอดูแล้ว โคตรไม่ธรรมดา  ดูหลายรอบมาาาาาาาก,pos
เป็นหนังที่ทำให้เรากล้าทำทุกอย่างเพื่อให้คนที่เราแอบชอบมาสนใจเรา ถึงแม้ว่ามันจะไม่สำเร็จก็ตาม,pos
เป็นหนังที่รักตั้งเเต่เด็ก เท่าที่จำได้น้ะ ดูตั้งเเต่ป.1มั้ง ตอนนี้ม.2เเร้วปปัจจุบันก้ยังดูอยู่ คิดถึงเรื่องนี้ อยากให้มีภาค2อีก ขอภาค2เถอะค่ะ,pos
เป็นหนังที่ลงตัวสุดๆทั้งเพลงและนักแสดง ดูกี่ทีก็อิน,pos
เป็นหนังที่สร้างแรงบรรดาลใจในการเปลื่ยนแปลงตัวเองให้ดีขื้นจรีงๆ,pos
เป็นหนังที่เสียเงินไปดูเยอะที่สุด รักที่สุด,pos
เป็นหนังไทยที่ชอบมากที่สุด คิดถึงพี่โชน น้องน้ำจัง :),pos
เป็นหนังไทยที่ดูกี่รอบก็ไม่เคยเบื่อ,pos
เป็นหนังไทยที่ดูไม่ต่ำกว่า13รอบชอบมากเลย ขอเสียง2020/2021หน่อยครับ,pos
เป็นหนังไทยเรื่องเเรกที่ดูกี่ทีก็ไม่เบื่อ ดูกี่ทีก็ต้องยิ้มทุกครั้งที่ดู ตอนนี้2019เเล้วยังดูอยู่นะ,pos
"เป็นหนังไทยอีกเรื่องที่รู้สึกว่าคุ้มเงินที่เสียไปมี่ครบทุกรสชาติจริงๆ โครตสนุก 555",pos
เป็นหนังในความทรงจำที่ดีมากๆเลย หนังรักมัธยมที่ดีที่สุด เชื่อเลยว่ามีหลายๆคนที่ดูหนังแล้วมีกำลังใจในการเปลี่ยนตัวเองเพื่อใครสักคนที่เรารัก สู้ๆนะทีมแอบชอบ สักวันเราจะสมหวัง,pos
"เป็นหนังย้อนวัยจริงๆ ดูปุ๊บรู้สึกว่าย้อนอดีตสมัยเด็กๆตอนมัธยมเลย แอบชอบรุ่นพี่คนสวย ไม่รู้ตอนนี้พี่คนนั้นจะอยู่ไหนแล้วน้าาา ""พี่ครับ..เป็นแฟนกับผมมั้ย?"" ^_^",pos
เป็นหนังรักในดวงใจตลอดมา ดูกี่รอบก็ไม่เบื่อ,pos
เป็นหนังเรื่องแรกที่ดูเกิน10รอบ555,pos
เป็นหนังเรื่องแรกที่ดูแล้วดูอีก555 ตั้งแต่เด็กยันโต,pos
เป็นหนังเรื่องแรกที่ดูหลายรอบมาก รักเรื่องนี้มาก,pos
เป็นหนังเรื่องแรกที่ไปดูในโรงหนังเลย ตอนแรกจะดูอีกเรื่องเป็นแนวพระตลกๆไรนิแระ จำไม่ได้แล้ว 55 ละคือพอดูจบ คือแบบมันดีมากๆๆยิ้มไม่หุบเลย,pos
เป็นหนังเรื่องแรกที่ร้องไห้ตาม ครบทุกอารม ดูหลายรอบมากกว่าทุกเรื่องที่ฉาย.,pos
เป็นหนังเรื่องแรกที่รู้จักรักที่สดใสแบบไม่มีเซกส์เข้ามาเกี่ยวข้อง แบบรักใสๆ,pos
เป็นหนังหนึ่งเดียวในใจ..และยังไม่มีเรื่องไหน ประทับใจเท่าเรื่องนี้ :),pos
"เป็นหนังอีกเรื่องที่ทำให้เห็นในแง่มุมของคำว่า ""แอบรัก""",pos
เป็นห่วงพี่ไปร์ทจังไม่มีคอนเท่น,pos
เป็นออฟฟิศที่ซ่อนความหมายไว้เยอะมากๆค่ะ,pos
เป็นอะไรที่บันเทิงดูเพลินจนจบคลิปแบบไม่มีสะดุด เอาอีกกกกกกก,pos
เป็นอีกepที่สนุกมาก,pos
เป็นอีกเรื่องที่ดูกี่รอบก็ไม่เบื่อ รักแรกของเกือบทุกคนแม่งก็อยู่ในชุดนักเรียนนี่แหละ มันโคตรน่ารักเลยนะเว้ยย,pos
เป็นอีกเรื่องหนึ่งที่น่าสนใจ ตามดูแน่นอน ค่ะ (ไม่อ่าน Spoil)…,pos
เป็นอีพีที่ขำจะขิต,pos
เป็นอีพีที่สนุกมากกก ชอบความที่พี่บูมนั่งคั่นกลางระหว่างพี่เหว่งพี่เติ๊ดแล้วมีพรายกระซิบทั้ง 2 ฝั่ง ฮาสุดเรื่องแข่งกันทำคะแนน พี่บูมต้องเชิญมาออกรายการอีกบ่อยๆนะคะ,pos
เป็นอีพีที่สะใจมาก ปกติจะอึดอัดลุ้น+แค้นแทนแขกรับเชิญ55อีพีนี้เหมือนได้ปลดปล่อย,pos
เปลี่ยนจากคำว่ารักเป็นเบียร์ช้างลังนึงได้ป่าว,pos
เปลี่ยนดีแล้วประเทศไทยจะได้เจริญ,pos
เปลี่ยนมาใช้ ลอรีเอะ ซอฟท์แอนด์เซฟ เอ็กซ์ตร้าโพรเทคชั่น แอนตี้แบคทีเรีย แบบกลางคืนดีกว่า จะได้นอนหลับสบาย ไม่ต้องกังวลว่าจะเปื้อนผ้าปูที่นอนอีก เพราะเค้าออกแบบมาเป็นอย่างดี และยังลดการสะสมของแบคทีเรีย สาเหตุของกลิ่นอับชื้น ตอบโจทย์ใช่มั้ยแหละ,pos
เปิด ช้างอารีนา สุดยิ่งใหญ่ Chang BURIRAM COUNTDOWN 2018 BREATH OF BURIRAM @ Chang ARENA - ช้างอารีนา #ChangARENA #ช้างอารีนา #TheFestivalOfLight2018,pos
เปิดคลิปมาประทับใจตั้งแต่แนะนำคุณลุงมะลิเลยค่ะ เพราะทำให้เห็นว่าทุกคนในองค์กรสำคัญเหมือนกัน พอเจอชื่อห้องแต่ละห้องอึ้งจนพูดไม่ออก ก้าวไกลใส่ใจมากๆ ฟังแล้วมันหึกเหิมไปด้วย บุคคลที่สู้มาก่อนเขาไม่ได้ถูกลืม ชื่อของพวกเขาทำให้คนทำงานมีแรงบันดาลใจและอยากสานต่อ ดูแล้วอยากให้เกิดขึ้นจริงๆจังเลย คนไหนมีความรู้และถนัดอะไรก็ให้ดูแลเรื่องนั้นของประเทศ ทุกอย่างควรอยู่ถูกที่ถูกทาง หมอก็ควรจะได้ดูแลสาธา คนทำเหล้าก็ให้ดูแลเรื่องเหล้าเพื่อให้ปชช.มีทางเลือก ฯลฯจะรอวันที่ถมตาสีดำของตุ๊กตาตัวนั้นทั้ง2ข้างนะคะ และวันเลือกตั้งจะเลือกส้ม2ใบไม่แบ่งใครเลยค่ะ,pos
เปิดต้นคลิปมาก็ฮาแล้ว พี่ซาบอลคอยังดีอยู่มั้ยครับ,pos
เปิดตัวEPแรกแบบตัวแม่ตัวพ่อ ปังไม่ไหวววว,pos
เปิดฟังไปเรื่อยๆในyoutube เจอเสียงนี้ ฟังครั้งแรกก้อชอบเลย เสียงบร๊ะเจ้ามีเอกลักษณ์จริงๆ จำได้เลยจ้า ชอบมาก,pos
เปิดมากฌรู้สึกดีแล้วแนะนำยันลุงผู้ดูแล ใส่ใจทุกคน,pos
เปิดมาก็ฮาแล้ว,pos
เปิดมาพรรคแรก ทำมาตรฐานไว้สูงมากกกก,pos
